Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.52 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.7
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.192982456	0.486187845	1	88	181	88	-1
?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.192982456	0.409302326	1	88	215	88	-1
?a  /education/university/international_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.140350877	0.547008547	0.96969697	64	117	66	-1
?a  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.725877193	0.695378151	0.991017964	331	476	334	-1
?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b	0.614035088	0.777777778	0.996441281	280	360	281	-1
?b  /award/award_winner/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?b	0.392269685	0.744627805	0.765718471	6272	8423	8191	-2
?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?b   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?b	0.391644255	0.743440579	0.76384484	6262	8423	8198	-2
?b  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a   => ?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?b	0.809931828	0.809931828	0.814106997	12950	15989	15907	-2
?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a   => ?a  /location/us_county/county_seat  ?b	0.674033149	0.412162162	1	122	296	122	-1
?b  /location/hud_county_place/place  ?a   => ?a  /location/us_county/county_seat  ?b	0.060773481	0.023965142	1	11	459	11	-1
?a  /location/hud_county_place/place  ?b   => ?a  /location/us_county/county_seat  ?b	0.060773481	0.023965142	1	11	459	11	-1
?b  /location/us_county/county_seat  ?a   => ?a  /location/us_county/county_seat  ?b	0.110497238	0.110497238	0.952380952	20	181	21	-1
?a  /location/hud_county_place/county  ?b   => ?a  /location/us_county/county_seat  ?b	0.055248619	0.032786885	0.909090909	10	305	11	-1
?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.798657718	0.74375	1	119	160	119	-1
?a  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.77852349	0.610526316	1	116	190	116	-1
?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b	0.771812081	0.522727273	1	115	220	115	-1
?b  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?a   => ?a  /military/military_combatant/military_conflicts./military/military_combatant_group/combatants  ?b	0.829986613	0.829986613	0.832214765	620	747	745	-2
?b  /sports/sports_position/players./sports/sports_team_roster/position  ?a   => ?a  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?b	0.843137255	0.688	0.811320755	86	125	106	-1
?a  /sports/sports_position/players./sports/sports_team_roster/position  ?b   => ?a  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?b	0.833333333	0.68	0.801886792	85	125	106	-1
?b  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?a   => ?a  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?b	0.764705882	0.764705882	0.764705882	78	102	102	-1
?b  /location/hud_county_place/county  ?a   => ?a  /location/hud_county_place/county  ?b	0.059016393	0.059016393	1	18	305	18	-1
?b  /location/us_county/county_seat  ?a   => ?a  /location/hud_county_place/county  ?b	0.406557377	0.685082873	0.953846154	124	181	130	-1
?a  /location/us_county/county_seat  ?b   => ?a  /location/hud_county_place/county  ?b	0.032786885	0.055248619	0.909090909	10	181	11	-1
?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b   => ?a  /location/hud_county_place/county  ?b	0.340983607	0.351351351	0.838709677	104	296	124	-1
?b  /dataworld/gardening_hint/split_to  ?a   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	0.080808081	1	8	99	8	-1
?b  /education/educational_institution/campuses  ?a   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.807984791	0.797373358	1	425	533	425	-1
?b  /education/educational_institution_campus/educational_institution  ?a   => ?a  /education/educational_institution_campus/educational_institution  ?b	1	1	1	526	526	526	-1
?a  /education/educational_institution/campuses  ?b   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.807984791	0.797373358	1	425	533	425	-1
?a  /dataworld/gardening_hint/split_to  ?b   => ?a  /education/educational_institution_campus/educational_institution  ?b	0.015209125	0.080808081	0.8	8	99	10	-1
?b  /location/country/capital  ?a   => ?a  /location/country/capital  ?b	0.021126761	0.021126761	1	3	142	3	-1
?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a   => ?a  /location/country/capital  ?b	0.014084507	0.006756757	1	2	296	2	-1
?a  /base/aareas/schema/administrative_area/capital  ?b   => ?a  /location/country/capital  ?b	0.021126761	0.02189781	1	3	137	3	-1
?b  /award/award_winner/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?b	0.814436662	0.814436662	0.820868733	6860	8423	8357	-2
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?b  /location/location/contains  ?a   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.038461538	0.466666667	1	7	15	7	-1
?b  /dataworld/gardening_hint/split_to  ?h  ?a  /organization/organization/headquarters./location/mailing_address/country  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.972527473	1	1	177	177	177	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?b  /dataworld/gardening_hint/split_to  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.087912088	0.088888889	0.8	16	180	20	-1
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /organization/organization/headquarters./location/mailing_address/country  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.972527473	1	1	177	177	177	-1
?b  /location/country/capital  ?h  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.021978022	0.114285714	1	4	35	4	-1
?h  /base/aareas/schema/administrative_area/administrative_parent  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.626373626	0.204667864	1	114	557	114	-1
?b  /dataworld/gardening_hint/split_to  ?h  ?h  /location/location/contains  ?a   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.565934066	0.054555085	0.980952381	103	1888	105	-1
?h  /base/biblioness/bibs_location/country  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.626373626	0.207272727	1	114	550	114	-1
?h  /base/biblioness/bibs_location/country  ?b  ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.340659341	0.117202268	0.898550725	62	529	69	-1
?h  /location/administrative_division/first_level_division_of  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.505494505	0.199134199	1	92	462	92	-1
?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.032967033	0.25	0.75	6	24	8	-1
?a  /education/educational_institution/campuses  ?h  ?h  /organization/organization/headquarters./location/mailing_address/country  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.494505495	1	1	90	90	90	-1
?h  /location/administrative_division/country  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.576923077	0.198487713	1	105	529	105	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/organization/headquarters./location/mailing_address/country  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.494505495	1	1	90	90	90	-1
?h  /location/administrative_division/country  ?b  ?a  /organization/organization/headquarters./location/mailing_address/citytown  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.120879121	0.0969163	0.916666667	22	227	24	-1
?h  /location/administrative_division/country  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.016483516	0.142857143	0.75	3	21	4	-1
?h  /organization/organization/headquarters./location/mailing_address/country  ?b  ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.049450549	0.152542373	1	9	59	9	-1
?b  /location/country/second_level_divisions  ?h  ?h  /location/location/contains  ?a   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.032967033	0.014218009	1	6	422	6	-1
?h  /base/aareas/schema/administrative_area/administrative_parent  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.016483516	0.103448276	0.75	3	29	4	-1
?h  /base/biblioness/bibs_location/country  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.043956044	0.13559322	0.888888889	8	59	9	-1
?h  /location/administrative_division/first_level_division_of  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.010989011	0.25	1	2	8	2	-1
?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?h  ?h  /organization/organization/headquarters./location/mailing_address/country  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.021978022	0.129032258	1	4	31	4	-1
?a  /organization/organization/child./organization/organization_relationship/child  ?h  ?h  /organization/organization/headquarters./location/mailing_address/country  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.010989011	0.142857143	1	2	14	2	-1
?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?h  ?h  /organization/organization/headquarters./location/mailing_address/country  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.021978022	0.121212121	1	4	33	4	-1
?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?h  ?h  /dataworld/gardening_hint/split_to  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.087912088	0.153846154	0.941176471	16	104	17	-1
?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?h  ?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.016483516	0.085714286	1	3	35	3	-1
?h  /organization/organization/headquarters./location/mailing_address/country  ?b  ?a  /organization/organization_founder/organizations_founded  ?h   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.016483516	0.12	1	3	25	3	-1
?a  /education/educational_institution/students_graduates./education/education/student  ?h  ?h  /people/person/nationality  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.456043956	0.102722772	0.76146789	83	808	109	-1
?g  /organization/organization_founder/organizations_founded  ?a  ?g  /people/person/nationality  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.054945055	0.092592593	1	10	108	10	-1
?g  /film/film/featured_film_locations  ?a  ?g  /film/film/release_date_s./film/film_regional_release_date/film_release_region  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.010989011	0.000655953	1	2	3049	2	-1
?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?h  ?h  /people/person/nationality  ?b   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.021978022	0.0013267	0.8	4	3015	5	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.032967033	0.25	0.75	6	24	8	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b  ?g  /organization/organization/child./organization/organization_relationship/child  ?a   => ?a  /organization/organization/headquarters./location/mailing_address/country  ?b	0.027472527	0.061728395	1	5	81	5	-1
