Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.61 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.7
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  /influence/influence_node/peers./influence/peer_relationship/peers  ?h  ?h  /people/person/gender  ?b   => ?a  /people/person/gender  ?b	0.022329836	0.768518519	0.902173913	83	108	92	-1
?h  /people/person/gender  ?b  ?a  /people/person/sibling_s./people/sibling_relationship/sibling  ?h   => ?a  /people/person/gender  ?b	0.018832392	0.707070707	0.864197531	70	99	81	-1
?a  /influence/influence_node/influenced_by  ?h  ?h  /people/person/gender  ?b   => ?a  /people/person/gender  ?b	0.099273608	0.748478702	0.891304348	369	493	414	-1
?g  /influence/influence_node/influenced_by  ?a  ?g  /people/person/gender  ?b   => ?a  /people/person/gender  ?b	0.082862524	0.703196347	0.834688347	308	438	369	-1
?g  /influence/influence_node/peers./influence/peer_relationship/peers  ?a  ?g  /people/person/gender  ?b   => ?a  /people/person/gender  ?b	0.023675007	0.771929825	0.907216495	88	114	97	-1
?g  /people/person/gender  ?b  ?g  /people/person/sibling_s./people/sibling_relationship/sibling  ?a   => ?a  /people/person/gender  ?b	0.018832392	0.707070707	0.864197531	70	99	81	-1
?a  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?h  ?b  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?h   => ?a  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?b	1	0.75	0.75	108	144	144	-1
?h  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?b  ?a  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?h   => ?a  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?b	1	0.75	0.75	108	144	144	-1
?h  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?a  ?b  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?h   => ?a  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?b	1	0.75	0.75	108	144	144	-1
?g  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?a  ?g  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?b   => ?a  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?b	1	0.75	0.75	108	144	144	-1
?g  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?a  ?g  /travel/travel_destination/climate./travel/travel_destination_monthly_climate/month  ?b   => ?a  /base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months  ?b	1	0.75	0.75	108	144	144	-1
?a  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?h  ?b  /location/hud_county_place/place  ?h   => ?a  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?b	0.018867925	1	1	2	2	2	-1
?h  /dataworld/gardening_hint/split_to  ?b  ?a  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?h   => ?a  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?b	0.424528302	0.9375	0.9375	45	48	48	-1
?a  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?h  ?h  /location/hud_county_place/place  ?b   => ?a  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?b	0.018867925	1	1	2	2	2	-1
?h  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?b  ?a  /people/person/sibling_s./people/sibling_relationship/sibling  ?h   => ?a  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?b	0.028301887	1	1	3	3	3	-1
?g  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?b  ?g  /people/person/sibling_s./people/sibling_relationship/sibling  ?a   => ?a  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?b	0.028301887	1	1	3	3	3	-1
?g  /film/film_subject/films  ?b  ?a  /film/film_subject/films  ?g   => ?a  /film/film_subject/films  ?b	0.018242123	1	1	11	11	11	-2
?a  /film/film_subject/films  ?g  ?g  /media_common/netflix_genre/titles  ?b   => ?a  /film/film_subject/films  ?b	0.011608624	0.777777778	1	7	9	7	-2
?b  /film/director/film  ?a  ?a  /film/film/edited_by  ?b   => ?a  /film/film/written_by  ?b	0.027954257	0.709677419	0.916666667	22	31	24	-1
?a  /film/film/edited_by  ?b  ?a  /film/film/produced_by  ?b   => ?a  /film/film/written_by  ?b	0.021601017	0.85	0.894736842	17	20	19	-1
?a  /film/film/edited_by  ?h  ?b  /people/person/sibling_s./people/sibling_relationship/sibling  ?h   => ?a  /film/film/written_by  ?b	0.017789072	0.875	0.875	14	16	16	-1
?a  /film/film/edited_by  ?h  ?h  /people/person/sibling_s./people/sibling_relationship/sibling  ?b   => ?a  /film/film/written_by  ?b	0.017789072	0.875	0.875	14	16	16	-1
?b  /organization/organization_member/member_of./organization/organization_membership/organization  ?h  ?a  /user/ktrueman/default_domain/international_organization/member_states  ?h   => ?a  /user/ktrueman/default_domain/international_organization/member_states  ?b	0.072625698	0.722222222	0.722222222	13	18	18	-2
?g  /user/ktrueman/default_domain/international_organization/member_states  ?b  ?a  /user/ktrueman/default_domain/international_organization/member_states  ?g   => ?a  /user/ktrueman/default_domain/international_organization/member_states  ?b	0.089385475	0.761904762	0.761904762	16	21	21	-2
?g  /dataworld/gardening_hint/split_to  ?b  ?a  /user/ktrueman/default_domain/international_organization/member_states  ?g   => ?a  /user/ktrueman/default_domain/international_organization/member_states  ?b	0.016759777	1	1	3	3	3	-2
?a  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?b  ?a  /sports/sports_team/roster./american_football/football_roster_position/position  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.513089005	0.794594595	0.798913043	294	370	368	-1
?b  /sports/sports_position/players./sports/sports_team_roster/team  ?a  ?a  /sports/sports_team/roster./american_football/football_roster_position/position  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.661431065	0.778234086	0.779835391	379	487	486	-1
?b  /film/film/edited_by  ?a  ?b  /film/film/written_by  ?a   => ?a  /film/director/film  ?b	0.025611176	0.733333333	0.846153846	22	30	26	-2
?b  /film/film/edited_by  ?a  ?b  /film/film/produced_by  ?a   => ?a  /film/director/film  ?b	0.016298021	0.7	0.823529412	14	20	17	-2
?b  /film/film/edited_by  ?h  ?h  /people/person/sibling_s./people/sibling_relationship/sibling  ?a   => ?a  /film/director/film  ?b	0.013969732	0.75	0.75	12	16	16	-2
?b  /film/film/edited_by  ?h  ?a  /people/person/sibling_s./people/sibling_relationship/sibling  ?h   => ?a  /film/director/film  ?b	0.013969732	0.75	0.75	12	16	16	-2
?b  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?a  ?a  /sports/sports_position/players./american_football/football_historical_roster_position/position_s  ?b   => ?a  /sports/sports_position/players./sports/sports_team_roster/position  ?b	0.536	0.858974359	0.858974359	67	78	78	-1
?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?b  ?b  /film/film/prequel  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.013947001	1	1	10	10	10	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?b  /award/award_winner/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.050209205	0.87804878	0.87804878	36	41	41	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?b  /film/film/prequel  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.030683403	0.916666667	0.916666667	22	24	24	-1
?b  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?a  ?b  /film/film/prequel  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.012552301	1	1	9	9	9	-1
?b  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?a  ?a  /film/film/prequel  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.012552301	0.9	0.9	9	10	10	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?b  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.213389121	0.831521739	0.879310345	153	184	174	-1
?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?b  ?a  /film/film/prequel  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.011157601	0.888888889	0.888888889	8	9	9	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.050209205	0.857142857	0.857142857	36	42	42	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.213389121	0.827027027	0.869318182	153	185	176	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.042659975	1	1	34	34	34	-1
?a  /education/educational_institution/campuses  ?h  ?h  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.04391468	1	1	35	35	35	-1
?g  /location/administrative_division/country  ?a  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.017565872	0.933333333	0.933333333	14	15	15	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.020075282	0.842105263	1	16	19	16	-1
?g  /education/educational_institution/campuses  ?a  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.04391468	1	1	35	35	35	-1
?a  /location/country/capital  ?h  ?h  /location/country/official_language  ?b   => ?a  /location/country/official_language  ?b	0.017777778	1	1	4	4	4	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /location/country/official_language  ?b   => ?a  /location/country/official_language  ?b	0.013333333	0.75	1	3	4	3	-1
?a  /location/hud_county_place/place  ?h  ?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.120643432	1	1	45	45	45	-1
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.576407507	0.74137931	1	215	290	215	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /organization/organization_member/member_of./organization/organization_membership/organization  ?b   => ?a  /organization/organization_member/member_of./organization/organization_membership/organization  ?b	0.042659975	1	1	34	34	34	-1
?g  /location/hud_county_place/place  ?a  ?g  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.120643432	1	1	45	45	45	-1
?g  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a  ?g  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.576407507	0.754385965	1	215	285	215	-1
?b  /base/aareas/schema/administrative_area/administrative_parent  ?a  ?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a   => ?a  /base/aareas/schema/administrative_area/capital  ?b	0.131386861	0.782608696	1	18	23	18	-1
?b  /base/biblioness/bibs_location/state  ?a  ?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a   => ?a  /base/aareas/schema/administrative_area/capital  ?b	0.240875912	0.846153846	1	33	39	33	-1
?a  /base/aareas/schema/administrative_area/capital  ?h  ?b  /location/hud_county_place/place  ?h   => ?a  /base/aareas/schema/administrative_area/capital  ?b	0.233576642	1	1	32	32	32	-1
?a  /base/aareas/schema/administrative_area/capital  ?h  ?b  /location/hud_county_place/county  ?h   => ?a  /base/aareas/schema/administrative_area/capital  ?b	0.02189781	1	1	3	3	3	-1
?a  /base/aareas/schema/administrative_area/capital  ?h  ?h  /location/hud_county_place/place  ?b   => ?a  /base/aareas/schema/administrative_area/capital  ?b	0.233576642	1	1	32	32	32	-1
?a  /base/aareas/schema/administrative_area/capital  ?h  ?h  /location/us_county/county_seat  ?b   => ?a  /base/aareas/schema/administrative_area/capital  ?b	0.02189781	1	1	3	3	3	-1
